Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDW32,18.35,1,0.094279004,6,86.3882,OUT035,2,1,1,1545.9876,17,1
FDX22,12.792854228644284,1,0.04022593,13,210.9928,OUT019,2,0,0,210.3928,36,1
FDQ47,7.155,1,0.168527463,1,33.6874,OUT045,1,1,1,1023.3346,19,1
FDT07,5.82,1,0.077304459,6,257.633,OUT035,2,1,1,4613.994,17,1
NCQ43,17.75,0,0.0,11,108.6912,OUT018,1,2,2,1201.1032,12,2
FDW07,18.0,1,0.142570104,6,88.2514,OUT013,0,2,1,1505.3738,34,1
FDE35,7.06,1,0.043968652,15,57.6904,OUT049,1,0,1,585.904,22,1
FDC04,15.6,0,0.045076878,4,241.3854,OUT045,1,1,1,2900.2248,19,1
NCW53,12.792854228644284,0,0.030347404,8,192.5162,OUT027,1,2,3,3078.6592,36,2
NCG07,12.3,0,0.052492122,9,191.053,OUT035,2,1,1,3415.554,17,2
FDQ03,15.0,1,0.077999504,10,238.0248,OUT035,2,1,1,1896.1984,17,1
FDV46,18.2,0,0.012597384,13,141.218,OUT013,0,2,1,2936.178,34,1
NCM26,20.5,0,0.023179181,11,154.034,OUT049,1,0,1,2450.144,22,2
DRA59,8.27,1,0.128126825,14,183.6924,OUT049,1,0,1,1295.6468,22,0
FDW13,12.792854228644284,0,0.097410707,3,52.7324,OUT027,1,2,3,2492.7552,36,1
DRF27,8.93,0,0.028417272,4,154.534,OUT046,2,0,1,2603.278,24,0
FDT12,6.215,1,0.049902382,0,225.8062,OUT017,1,1,1,3159.8868,14,1
FDD40,20.25,1,0.014823358,4,190.7162,OUT045,1,1,1,1154.4972,19,1
FDN25,7.895,1,0.061424738,2,57.7588,OUT018,1,2,2,1145.176,12,1
FDE33,19.35,1,0.049594299,6,77.0644,OUT013,0,2,1,2278.3676,34,1
NCL29,9.695,0,0.113939434,8,160.2604,OUT046,2,0,1,1901.5248,24,2
NCO30,12.792854228644284,0,0.027532258,9,185.0608,OUT019,2,0,0,551.2824,36,2
FDB16,8.21,0,0.045016894,4,87.6198,OUT045,1,1,1,1133.8574,19,1
FDF16,7.3,0,0.086307051,5,146.8076,OUT045,1,1,1,1330.2684,19,1
FDL02,20.0,1,0.104083376,3,107.4622,OUT046,2,0,1,3705.177,24,1
FDO13,7.865,0,0.061154604,2,165.3526,OUT049,1,0,1,1151.1682,22,1
DRG27,12.792854228644284,0,0.184035253,4,42.2138,OUT019,2,0,0,40.6138,36,0
FDX31,20.35,1,0.024815024,6,234.0958,OUT010,1,2,0,467.3916,23,1
FDX11,16.0,1,0.106918052,0,183.5634,OUT049,1,0,1,4725.8484,22,1
NCW41,18.0,0,0.0,8,158.0604,OUT049,1,0,1,3327.6684,22,2
FDI52,18.7,0,0.105104552,5,121.7072,OUT018,1,2,2,1347.5792,12,1
FDN08,12.792854228644284,1,0.087936752,6,115.9466,OUT027,1,2,3,4124.631,36,1
DRD15,10.6,0,0.056795923,4,232.8642,OUT046,2,0,1,3485.463,24,0
DRF01,5.655,0,0.176070535,14,144.0102,OUT017,1,1,1,1749.7224,14,0
DRH15,12.792854228644284,0,0.19244045,4,43.9428,OUT019,2,0,0,131.8284,36,0
FDX59,10.195,0,0.051871718,1,35.3558,OUT018,1,2,2,237.6906,12,1
FDO37,8.06,0,0.035780177,2,230.2326,OUT010,1,2,0,693.0978,23,1
FDY56,16.35,1,0.104463896,6,227.1062,OUT010,1,2,0,225.7062,23,1
FDR31,6.46,1,0.049162885,6,146.9102,OUT046,2,0,1,1895.5326,24,1
NCH54,13.5,0,0.072655379,9,157.792,OUT035,2,1,1,3994.8,17,2
NCW06,16.2,0,0.050442528,9,190.8162,OUT045,1,1,1,2693.8268,19,2
NCC18,19.1,0,0.177992139,9,173.1422,OUT018,1,2,2,2931.5174,12,2
DRJ23,12.792854228644284,0,0.0,7,188.1872,OUT027,1,2,3,3214.4824,36,0
FDO16,5.48,0,0.015131684,5,83.025,OUT049,1,0,1,1414.825,22,1
FDB08,6.055,0,0.031151714,6,158.7578,OUT049,1,0,1,2085.9514,22,1
NCZ53,9.6,0,0.024456797,8,186.6214,OUT013,0,2,1,3203.1638,34,2
DRJ01,6.135,0,0.192540665,14,160.2236,OUT010,1,2,0,322.2472,23,0
DRE48,8.43,0,0.01732573,14,197.9768,OUT046,2,0,1,1182.4608,24,0
DRA59,8.27,1,0.127821472,14,185.9924,OUT013,0,2,1,555.2772,34,0
FDS27,10.195,1,0.012477512,10,197.111,OUT049,1,0,1,785.644,22,1
NCW29,14.0,0,0.028980533,8,129.531,OUT018,1,2,2,2077.296,12,2
DRN35,8.01,0,0.070356805,7,36.8532,OUT049,1,0,1,755.0172,22,0
FDB09,16.25,0,0.057396092,6,125.8046,OUT046,2,0,1,747.0276,24,1
FDV59,13.35,0,0.048017962,1,219.6166,OUT035,2,1,1,3483.4656,17,1
FDD26,12.792854228644284,1,0.071806046,3,186.5924,OUT027,1,2,3,5182.5872,36,1
FDV55,17.75,0,0.05507343,6,145.1444,OUT046,2,0,1,1886.8772,24,1
FDH48,13.5,0,0.0,0,88.054,OUT013,0,2,1,1211.756,34,1
FDM51,11.8,1,0.0,10,102.4674,OUT010,1,2,0,203.7348,23,1
DRG48,5.78,0,0.014577695,14,147.2102,OUT049,1,0,1,1895.5326,22,0
FDP49,9.0,1,0.0,2,55.2614,OUT018,1,2,2,552.614,12,1
FDB03,17.75,1,0.156831826,4,241.0538,OUT046,2,0,1,1201.769,24,1
FDL10,8.395,0,0.0,13,98.7042,OUT013,0,2,1,892.8378,34,1
FDJ32,12.792854228644284,0,0.057512481,6,62.5536,OUT027,1,2,3,1592.5936,36,1
FDD11,12.85,0,0.0,15,253.004,OUT018,1,2,2,3795.06,12,1
FDW13,8.5,0,0.098036903,3,51.5324,OUT049,1,0,1,882.8508,22,1
FDA32,14.0,0,0.0,6,216.9192,OUT017,1,1,1,6471.576,14,1
DRQ35,9.3,0,0.042377219,7,123.7388,OUT045,1,1,1,1609.9044,19,0
DRI37,15.85,0,0.107597879,14,58.7904,OUT046,2,0,1,585.904,24,0
FDU38,10.8,0,0.082549896,4,193.7504,OUT046,2,0,1,4602.0096,24,1
FDJ07,7.26,0,0.02414202,10,117.415,OUT010,1,2,0,466.06,23,1
FDT38,18.7,0,0.057771828,4,85.3566,OUT018,1,2,2,591.8962,12,1
FDX02,16.0,0,0.057292529,4,224.3404,OUT018,1,2,2,4500.808,12,1
NCN18,8.895,0,0.124610886,9,113.1544,OUT013,0,2,1,4250.4672,34,2
FDQ13,11.1,0,0.010663189,3,82.3908,OUT045,1,1,1,1342.2528,19,1
DRP35,18.85,0,0.091237452,7,128.9336,OUT018,1,2,2,1278.336,12,0
DRK47,7.905,0,0.064325351,7,230.2694,OUT018,1,2,2,3197.1716,12,0
DRI47,14.7,0,0.020920179,7,143.8128,OUT046,2,0,1,3020.0688,24,0
FDK20,12.6,1,0.041641933,6,121.1072,OUT045,1,1,1,980.0576,19,1
FDC34,16.0,1,0.173462841,13,157.6972,OUT018,1,2,2,2960.1468,12,1
FDI15,12.792854228644284,0,0.24749009,4,263.1884,OUT019,2,0,0,529.9768,36,1
FDG05,12.792854228644284,1,0.087421738,5,154.463,OUT027,1,2,3,2972.797,36,1
FDK34,13.35,0,0.038744606,13,239.3564,OUT017,1,1,1,3098.6332,14,1
FDX50,20.1,0,0.124910635,4,109.6228,OUT010,1,2,0,110.5228,23,1
FDP56,8.185,0,0.046673494,6,48.4692,OUT018,1,2,2,591.2304,12,1
NCX54,9.195,0,0.048134591,9,107.7622,OUT049,1,0,1,529.311,22,2
FDI20,19.1,0,0.038720852,6,210.8586,OUT018,1,2,2,6331.758,12,1
FDH33,12.85,0,0.12241394,13,42.9428,OUT017,1,1,1,703.0848,14,1
NCO29,11.15,0,0.032321608,8,165.6526,OUT045,1,1,1,1315.6208,19,2
FDK22,9.8,0,0.026139404,13,216.785,OUT045,1,1,1,1947.465,19,1
DRO47,10.195,0,0.0,7,114.086,OUT046,2,0,1,1810.976,24,0
FDT19,12.792854228644284,1,0.144338493,6,172.108,OUT027,1,2,3,4327.7,36,1
FDY25,12.0,0,0.034166609,3,181.2976,OUT017,1,1,1,5070.7328,14,1
FDS44,12.792854228644284,1,0.27321283,6,240.9538,OUT019,2,0,0,480.7076,36,1
FDJ21,16.7,1,0.03858813,13,144.6102,OUT049,1,0,1,3353.6346,22,1
FDO40,17.1,0,0.032628111,5,148.7392,OUT046,2,0,1,1640.5312,24,1
FDL36,12.792854228644284,0,0.133198355,0,91.083,OUT019,2,0,0,89.883,36,1
FDJ21,16.7,1,0.038528228,13,143.9102,OUT046,2,0,1,1749.7224,24,1
FDD05,19.35,0,0.016705436,5,120.8098,OUT017,1,1,1,3374.2744,14,1
FDS10,19.2,0,0.058893461,13,178.9318,OUT010,1,2,0,180.4318,23,1
FDG14,12.792854228644284,1,0.050256161,3,150.9024,OUT027,1,2,3,4857.6768,36,1
FDN57,18.25,0,0.054234197,13,142.0154,OUT046,2,0,1,2269.0464,24,1
FDS47,16.75,0,0.12961476,1,86.1856,OUT017,1,1,1,1406.1696,14,1
FDO40,17.1,0,0.054612768,5,150.2392,OUT010,1,2,0,596.5568,23,1
FDM50,13.0,1,0.030150193,3,61.422,OUT045,1,1,1,539.298,19,1
FDF44,7.17,1,0.059849153,6,129.4968,OUT045,1,1,1,3392.9168,19,1
FDS21,19.85,1,0.034942397,13,61.9194,OUT010,1,2,0,123.8388,23,1
NCJ06,12.792854228644284,0,0.060672263,9,119.8782,OUT019,2,0,0,238.3564,36,2
FDX49,4.615,1,0.102038294,3,231.93,OUT045,1,1,1,2563.33,19,1
FDU33,7.63,1,0.135258515,13,47.2402,OUT018,1,2,2,918.804,12,1
NCN06,8.39,0,0.120396991,9,163.4868,OUT013,0,2,1,4586.0304,34,2
NCN53,5.175,0,0.030527166,8,33.5874,OUT017,1,1,1,635.1732,14,2
NCE30,16.0,0,0.099053537,9,212.6902,OUT013,0,2,1,637.1706,34,2
FDN21,12.792854228644284,0,0.134564284,13,159.8236,OUT019,2,0,0,322.2472,36,1
FDB52,12.792854228644284,0,0.030288215,4,256.7672,OUT027,1,2,3,4346.3424,36,1
FDA26,12.792854228644284,1,0.073562475,4,217.6482,OUT027,1,2,3,3285.723,36,1
FDD23,9.5,1,0.048883854,15,185.7898,OUT018,1,2,2,2619.2572,12,1
FDH57,10.895,0,0.035893143,6,131.3284,OUT018,1,2,2,1318.284,12,1
FDO15,12.792854228644284,1,0.014998914,10,72.4038,OUT019,2,0,0,221.7114,36,1
FDY49,17.2,1,0.012012071,3,163.1184,OUT046,2,0,1,4623.3152,24,1
FDP20,19.85,0,0.045855273,6,127.102,OUT018,1,2,2,1771.028,12,1
DRG11,6.385,0,0.14032811,7,109.1596,OUT010,1,2,0,107.8596,23,0
DRJ59,11.65,0,0.019402371,7,38.7164,OUT049,1,0,1,579.246,22,0
FDP34,12.85,0,0.0,13,155.463,OUT035,2,1,1,4068.038,17,1
FDY04,17.7,1,0.042716709,5,163.221,OUT017,1,1,1,1794.331,14,1
FDV11,9.1,1,0.081794766,1,173.6054,OUT049,1,0,1,700.4216,22,1
FDG20,15.5,1,0.125942816,6,176.0028,OUT045,1,1,1,1239.7196,19,1
NCH55,16.35,0,0.0,9,127.902,OUT017,1,1,1,2150.534,14,2
FDV34,10.695,1,0.011472001,13,75.2038,OUT018,1,2,2,517.3266,12,1
FDT44,16.6,0,0.103146658,6,117.2466,OUT049,1,0,1,2239.0854,22,1
FDG35,12.792854228644284,1,0.012327847,15,173.8738,OUT019,2,0,0,347.5476,36,1
FDG08,13.15,1,0.166032929,6,170.8764,OUT018,1,2,2,2233.0932,12,1
FDX52,11.5,1,0.04224015,5,194.982,OUT017,1,1,1,3089.312,14,1
NCH54,12.792854228644284,0,0.072317217,9,160.792,OUT027,1,2,3,3675.216,36,2
FDU24,12.792854228644284,1,0.139484292,0,94.312,OUT027,1,2,3,2516.724,36,1
FDW03,5.63,1,0.024536636,10,106.1306,OUT035,2,1,1,2090.612,17,1
FDV01,19.2,1,0.085296625,3,153.4314,OUT018,1,2,2,1861.5768,12,1
FDQ39,12.792854228644284,0,0.080649685,10,189.9846,OUT027,1,2,3,6114.7072,36,1
FDA16,6.695,0,0.0,5,219.4456,OUT046,2,0,1,3094.6384,24,1
FDO12,15.75,0,0.054930533,0,194.4452,OUT046,2,0,1,5089.3752,24,1
FDM44,12.5,0,0.031097948,6,103.899,OUT049,1,0,1,1960.781,22,1
FDT03,21.25,0,0.016735879,10,185.2608,OUT010,1,2,0,183.7608,23,1
NCQ18,12.792854228644284,0,0.134418705,9,99.67,OUT027,1,2,3,2596.62,36,2
NCL18,18.85,0,0.168266556,9,195.5136,OUT018,1,2,2,1749.7224,12,2
NCJ06,20.1,0,0.034646067,9,120.6782,OUT035,2,1,1,1310.9602,17,2
NCQ05,11.395,0,0.021639678,8,150.1708,OUT049,1,0,1,2708.4744,22,2
FDS35,9.3,0,0.11144608,1,64.6826,OUT045,1,1,1,1097.9042,19,1
NCI18,12.792854228644284,0,0.013956116,9,222.3746,OUT027,1,2,3,5609.365,36,2
NCO55,12.8,0,0.152377658,11,108.1938,OUT010,1,2,0,428.7752,23,2
FDW24,6.8,0,0.037465846,0,47.5034,OUT013,0,2,1,534.6374,34,1
NCS05,12.792854228644284,0,0.020876485,8,133.7942,OUT027,1,2,3,1722.4246,36,2
FDO48,15.0,1,0.0268952,0,220.3456,OUT045,1,1,1,1989.4104,19,1
FDT35,19.85,1,0.081916124,1,167.6816,OUT017,1,1,1,1845.5976,14,1
DRN11,7.85,0,0.163233667,7,144.6444,OUT049,1,0,1,2467.4548,22,0
FDY57,20.2,1,0.121748174,13,96.9752,OUT018,1,2,2,1725.7536,12,1
DRE27,11.85,0,0.132939639,4,98.0726,OUT045,1,1,1,1761.7068,19,0
FDM24,6.135,1,0.079327367,0,152.8366,OUT046,2,0,1,2871.5954,24,1
FDX09,9.0,0,0.065194971,13,177.737,OUT013,0,2,1,2117.244,34,1
FDY45,17.5,0,0.026248606,13,255.1356,OUT018,1,2,2,3815.034,12,1
FDF41,12.15,0,0.131921819,5,246.346,OUT017,1,1,1,739.038,14,1
FDG05,11.0,1,0.0,5,155.263,OUT049,1,0,1,625.852,22,1
FDF05,17.5,0,0.026865809,5,261.691,OUT035,2,1,1,4207.856,17,1
FDU19,12.792854228644284,1,0.046544984,6,172.0422,OUT027,1,2,3,4828.3816,36,1
DRH39,12.792854228644284,0,0.092241348,4,75.867,OUT027,1,2,3,2450.144,36,0
FDP57,17.5,0,0.052740763,13,103.799,OUT017,1,1,1,1135.189,14,1
FDE58,12.792854228644284,0,0.0,13,119.8124,OUT027,1,2,3,1659.1736,36,1
DRD15,10.6,0,0.056748659,4,233.6642,OUT013,0,2,1,3950.1914,34,0
FDJ52,7.145,0,0.017822936,5,161.3578,OUT045,1,1,1,1123.2046,19,1
FDS01,12.792854228644284,0,0.017659068,3,175.9686,OUT027,1,2,3,5866.3638,36,1
FDZ47,20.7,1,0.07929647,0,97.2042,OUT046,2,0,1,1686.4714,24,1
FDG35,12.792854228644284,1,0.007006883,15,173.5738,OUT027,1,2,3,1216.4166,36,1
FDY45,17.5,0,0.026195131,13,252.6356,OUT045,1,1,1,2543.356,19,1
FDY04,17.7,1,0.042542484,5,161.921,OUT049,1,0,1,2120.573,22,1
FDY47,8.6,1,0.054474158,1,131.031,OUT035,2,1,1,1038.648,17,1
FDE28,9.5,1,0.0,5,228.4668,OUT049,1,0,1,3916.2356,22,1
FDJ27,17.7,1,0.122372504,10,101.5674,OUT018,1,2,2,1629.8784,12,1
FDH58,12.3,0,0.037148619,13,116.8834,OUT017,1,1,1,2649.2182,14,1
NCV42,6.26,0,0.052593952,9,111.0228,OUT010,1,2,0,221.0456,23,2
NCQ54,17.7,0,0.012593467,9,167.6474,OUT018,1,2,2,3874.2902,12,2
FDL44,18.25,0,0.012325122,6,162.8894,OUT018,1,2,2,647.1576,12,1
FDY50,5.8,0,0.131489269,4,89.7172,OUT018,1,2,2,1605.9096,12,1
FDR59,14.5,1,0.064224789,1,262.7594,OUT017,1,1,1,7064.8038,14,1
FDH35,18.25,0,0.060589424,15,162.5526,OUT017,1,1,1,986.7156,14,1
FDX08,12.85,0,0.022649893,6,179.3318,OUT045,1,1,1,1263.0226,19,1
FDL20,17.1,0,0.128390273,6,111.9886,OUT035,2,1,1,1445.4518,17,1
FDB27,7.575,0,0.055476238,4,196.8768,OUT049,1,0,1,1182.4608,22,1
FDA56,9.21,0,0.008757492,6,120.8414,OUT013,0,2,1,2071.3038,34,1
FDV39,11.3,0,0.007273831,10,196.6426,OUT013,0,2,1,5141.3076,34,1
FDU38,12.792854228644284,0,0.144534212,4,190.6504,OUT019,2,0,0,575.2512,36,1
FDT55,13.6,1,0.043743689,6,157.7946,OUT045,1,1,1,1104.5622,19,1
FDS24,20.85,1,0.062477955,0,87.2514,OUT018,1,2,2,1505.3738,12,1
FDS15,9.195,1,0.078060601,10,106.3596,OUT046,2,0,1,2912.2092,24,1
FDF05,12.792854228644284,0,0.026740767,5,261.291,OUT027,1,2,3,5522.811,36,1
DRP47,15.75,0,0.140821917,7,252.9382,OUT049,1,0,1,2775.7202,22,0
FDA25,16.5,1,0.068403271,3,101.999,OUT018,1,2,2,619.194,12,1
FDA19,12.792854228644284,0,0.0,6,126.6994,OUT019,2,0,0,256.9988,36,1
NCM26,20.5,0,0.02312394,11,154.634,OUT013,0,2,1,2297.01,34,2
FDS46,17.6,1,0.047449835,13,118.1782,OUT018,1,2,2,2621.9204,12,1
DRH15,8.775,0,0.110359004,4,42.7428,OUT018,1,2,2,790.9704,12,0
NCR05,10.1,0,0.054620504,8,197.5084,OUT035,2,1,1,2976.126,17,2
NCY17,18.2,0,0.0,8,44.1086,OUT045,1,1,1,1115.215,19,2
FDZ01,8.975,1,0.009051307,3,103.099,OUT013,0,2,1,309.597,34,1
FDP31,12.792854228644284,1,0.160722863,6,65.7168,OUT027,1,2,3,2237.088,36,1
FDE57,9.6,0,0.03625493,6,141.0154,OUT013,0,2,1,2694.4926,34,1
FDZ44,8.185,0,0.064824502,6,116.0808,OUT010,1,2,0,234.3616,23,1
NCP53,14.75,0,0.033024328,8,236.6906,OUT018,1,2,2,3089.9778,12,2
NCA06,20.5,0,0.143574191,9,37.219,OUT045,1,1,1,476.047,19,2
FDP22,14.65,1,0.099333217,13,51.3666,OUT045,1,1,1,1076.5986,19,1
FDW37,19.2,0,0.12475207,3,90.9488,OUT017,1,1,1,633.8416,14,1
NCS30,5.945,0,0.093170838,9,127.3652,OUT049,1,0,1,1549.9824,22,2
FDB40,17.5,1,0.007538459,4,144.2102,OUT035,2,1,1,4082.6856,17,1
FDC51,10.895,1,0.009676286,4,122.873,OUT017,1,1,1,3448.844,14,1
FDC11,20.5,0,0.141792841,15,89.7172,OUT046,2,0,1,1159.8236,24,1
FDC59,12.792854228644284,1,0.05436436,15,63.8168,OUT027,1,2,3,958.752,36,1
FDE14,13.65,1,0.031573246,3,99.47,OUT018,1,2,2,299.61,12,1
NCT41,15.7,0,0.055943697,8,150.6024,OUT013,0,2,1,2428.8384,34,2
FDP52,18.7,1,0.0,5,229.201,OUT035,2,1,1,3215.814,17,1
DRA24,19.35,1,0.066831682,14,163.8868,OUT010,1,2,0,327.5736,23,0
FDC40,16.0,1,0.065165046,4,79.3986,OUT049,1,0,1,856.8846,22,1
NCA42,6.965,0,0.0,9,159.4604,OUT013,0,2,1,3169.208,34,2
FDT27,11.395,1,0.069728296,10,233.9616,OUT045,1,1,1,1406.1696,19,1
NCW54,7.5,0,0.09660879,9,56.9588,OUT045,1,1,1,744.3644,19,2
DRB13,6.115,1,0.007038478,14,189.253,OUT013,0,2,1,3605.307,34,0
FDY02,12.792854228644284,1,0.153456703,4,264.091,OUT019,2,0,0,262.991,36,1
FDS59,14.8,1,0.043982464,1,110.657,OUT045,1,1,1,2966.139,19,1
FDR49,8.71,0,0.139202085,3,46.1376,OUT035,2,1,1,383.5008,17,1
FDY40,15.5,1,0.086184647,5,50.9692,OUT018,1,2,2,394.1536,12,1
FDL48,19.35,1,0.082250863,0,48.7034,OUT035,2,1,1,534.6374,17,1
DRI01,12.792854228644284,0,0.034286109,14,173.1422,OUT027,1,2,3,5000.8238,36,0
FDZ52,19.2,0,0.100482186,5,111.8886,OUT018,1,2,2,1667.829,12,1
FDK32,16.25,1,0.049051717,6,152.4682,OUT049,1,0,1,2439.4912,22,1
FDK51,19.85,0,0.005230786,4,265.1884,OUT013,0,2,1,5034.7796,34,1
FDP28,13.65,1,0.08062523,5,259.6936,OUT035,2,1,1,2087.9488,17,1
DRZ24,7.535,0,0.081787519,14,120.844,OUT046,2,0,1,2157.192,24,0
FDG04,12.792854228644284,0,0.010615026,5,185.1898,OUT019,2,0,0,374.1796,36,1
FDF58,12.792854228644284,0,0.009534758,13,64.551,OUT027,1,2,3,1201.769,36,1
FDI21,5.59,1,0.056602818,13,63.2168,OUT046,2,0,1,1725.7536,24,1
FDZ43,11.0,1,0.057047756,6,240.4512,OUT035,2,1,1,7028.1848,17,1
FDI57,19.85,0,0.05410964,12,195.0768,OUT049,1,0,1,1970.768,22,1
FDV03,17.6,0,0.058209079,10,153.6314,OUT045,1,1,1,5274.4676,19,1
FDT12,6.215,1,0.083056555,0,224.4062,OUT010,1,2,0,225.7062,23,1
FDF29,15.1,1,0.020015391,5,128.831,OUT018,1,2,2,1817.634,12,1
FDU02,13.35,0,0.102426197,4,230.6352,OUT013,0,2,1,5725.88,34,1
FDD23,9.5,1,0.048761223,15,186.5898,OUT049,1,0,1,5238.5144,22,1
FDN04,11.8,1,0.0,5,179.2344,OUT035,2,1,1,2141.2128,17,1
FDG29,17.6,0,0.056281276,5,40.3454,OUT035,2,1,1,796.9626,17,1
FDK51,19.85,0,0.008762556,4,266.6884,OUT010,1,2,0,264.9884,23,1
FDB53,13.35,0,0.139669224,5,147.6392,OUT049,1,0,1,1938.8096,22,1
DRI23,18.85,0,0.137972993,7,158.4578,OUT017,1,1,1,1444.1202,14,0
FDP57,17.5,0,0.0,13,102.999,OUT046,2,0,1,2992.771,24,1
FDY57,20.2,1,0.121940099,13,95.3752,OUT017,1,1,1,1150.5024,14,1
NCT42,5.88,0,0.024926013,9,149.9392,OUT049,1,0,1,1491.392,22,2
FDZ21,12.792854228644284,1,0.039031927,13,95.641,OUT027,1,2,3,1737.738,36,1
FDC50,15.85,0,0.13727,3,94.4094,OUT017,1,1,1,1904.188,14,1
FDT40,5.985,0,0.095989602,5,127.3678,OUT045,1,1,1,508.6712,19,1
FDD50,18.85,0,0.142443405,3,170.4132,OUT017,1,1,1,4396.9432,14,1
DRI23,18.85,0,0.137410256,7,161.7578,OUT049,1,0,1,1604.578,22,0
FDQ46,7.51,0,0.104400238,13,113.5544,OUT017,1,1,1,894.8352,14,1
NCW06,16.2,0,0.0,9,190.8162,OUT035,2,1,1,3271.0754,17,2
NCX06,17.6,0,0.015750947,9,182.5976,OUT018,1,2,2,1629.8784,12,2
NCE19,8.97,0,0.092937216,9,54.6956,OUT013,0,2,1,764.3384,34,2
FDI60,7.22,1,0.03828933,0,64.751,OUT013,0,2,1,126.502,34,1
FDC47,12.792854228644284,0,0.208162156,13,228.1694,OUT019,2,0,0,228.3694,36,1
FDE02,8.71,0,0.121936216,3,94.4778,OUT017,1,1,1,2628.5784,14,1
FDE11,17.7,1,0.135646297,15,186.0924,OUT018,1,2,2,3516.7556,12,1
FDP11,15.85,0,0.069240685,1,217.5166,OUT045,1,1,1,653.1498,19,1
FDB08,6.055,0,0.03127929,6,160.3578,OUT017,1,1,1,2406.867,14,1
FDL48,12.792854228644284,1,0.08186804,0,46.8034,OUT027,1,2,3,1069.2748,36,1
FDH26,19.25,1,0.034753686,3,141.5496,OUT049,1,0,1,1976.0944,22,1
FDI33,16.5,0,0.028476451,13,91.0146,OUT045,1,1,1,1368.219,19,1
FDQ26,13.5,1,0.067872402,4,57.8562,OUT046,2,0,1,355.5372,24,1
FDN03,12.792854228644284,1,0.026420581,10,250.9408,OUT019,2,0,0,1001.3632,36,1
FDO13,7.865,0,0.061183503,2,164.5526,OUT045,1,1,1,1644.526,19,1
NCJ29,10.6,0,0.035247642,8,84.7224,OUT049,1,0,1,1619.2256,22,2
FDE52,12.792854228644284,1,0.02974207,4,88.9514,OUT027,1,2,3,3453.5046,36,1
FDA52,16.2,1,0.128397995,5,178.337,OUT035,2,1,1,1411.496,17,1
FDF57,14.5,1,0.058918844,6,169.7448,OUT049,1,0,1,3238.4512,22,1
NCO26,7.235,0,0.076791671,9,116.4492,OUT013,0,2,1,2316.984,34,2
DRL59,16.75,0,0.021220113,7,55.1298,OUT035,2,1,1,1240.3854,17,0
FDC60,12.792854228644284,1,0.2004264,0,88.8514,OUT019,2,0,0,265.6542,36,1
DRD25,12.792854228644284,0,0.078589629,14,113.286,OUT027,1,2,3,2716.464,36,0
FDB26,14.0,1,0.031261583,3,52.564,OUT035,2,1,1,639.168,17,1
FDK51,19.85,0,0.005235143,4,265.8884,OUT046,2,0,1,2649.884,24,1
FDE53,10.895,0,0.027032204,5,106.328,OUT017,1,1,1,852.224,14,1
FDV24,5.635,0,0.172856719,0,148.205,OUT010,1,2,0,449.415,23,1
FDI34,10.65,1,0.085617517,13,229.3668,OUT017,1,1,1,2303.668,14,1
FDL36,15.1,0,0.127334766,0,88.283,OUT010,1,2,0,89.883,23,1
NCA54,16.5,0,0.036641597,9,178.7318,OUT046,2,0,1,1263.0226,24,2
FDI38,13.35,1,0.014656564,3,208.5638,OUT045,1,1,1,2277.7018,19,1
FDG31,12.15,0,0.037864854,10,63.0826,OUT013,0,2,1,322.913,34,1
FDA21,13.65,0,0.036016619,13,186.3924,OUT049,1,0,1,1295.6468,22,1
FDI09,20.75,1,0.12953868,12,240.288,OUT049,1,0,1,2396.88,22,1
FDI20,19.1,0,0.038531668,6,210.6586,OUT013,0,2,1,5487.5236,34,1
DRI51,17.25,0,0.0,4,171.5764,OUT045,1,1,1,4637.9628,19,0
DRZ11,12.792854228644284,1,0.112119359,14,123.0388,OUT027,1,2,3,1981.4208,36,0
FDY07,12.792854228644284,0,0.0,6,45.9402,OUT027,1,2,3,872.8638,36,1
FDC58,10.195,0,0.041907414,13,43.8428,OUT013,0,2,1,175.7712,34,1
NCC30,16.6,0,0.027556247,9,176.6344,OUT013,0,2,1,1962.7784,34,2
FDY03,17.6,1,0.076058484,10,111.8202,OUT013,0,2,1,2025.3636,34,1
FDZ44,8.185,0,0.038729057,6,117.1808,OUT046,2,0,1,1874.8928,24,1
FDP28,13.65,1,0.080804019,5,261.1936,OUT045,1,1,1,2348.9424,19,1
DRD15,10.6,0,0.056884225,4,231.9642,OUT049,1,0,1,3020.7346,22,0
FDL08,10.8,0,0.050000257,6,243.9144,OUT017,1,1,1,4655.2736,14,1
FDP25,15.2,0,0.021207519,3,219.4824,OUT046,2,0,1,1747.0592,24,1
DRK59,8.895,0,0.0,7,232.9616,OUT045,1,1,1,2812.3392,19,0
DRJ24,11.8,0,0.113307794,14,187.0924,OUT035,2,1,1,1850.924,17,0
FDU33,7.63,1,0.225476528,13,45.1402,OUT010,1,2,0,45.9402,23,1
FDX47,6.55,1,0.034800079,1,157.5288,OUT017,1,1,1,1571.288,14,1
FDR46,16.85,0,0.139301634,13,144.976,OUT013,0,2,1,2783.044,34,1
FDZ56,12.792854228644284,0,0.025612348,6,168.2474,OUT027,1,2,3,3200.5006,36,1
NCO26,7.235,0,0.077290355,9,116.9492,OUT017,1,1,1,2316.984,14,2
